Distance_(pixels),Gray_Value
0,5012.349
1,5773.488
2,6735.550
3,8409.925
4,10721.492
5,12948.771
6,14720.700
7,16856.312
8,20428.729
9,25806.691
10,31597.076
11,35052.234
12,35111.109
13,34472.660
14,35817.895
15,39947.504
16,43694.770
17,44304.371
18,40824.570
19,35976.992
20,32841.125
21,32099.430
22,31764.938
23,30196.789
24,27081.656
25,23197.836
26,19687.652
27,16891.031
28,14888.001
29,12872.086
30,10846.120
31,8802.461
32,7331.610
33,6435.384
34,5659.683
35,5047.259
